Tweet,Affect Dimension
@HMiglino @CParks777 @Coco_Wms @bodyfit67 @TruthEqualsFact @politicususa I have never been more anxious of a election in my life‼️ ,fear
in my dream....They were trying to steal my kidney!!!  #blackmarket #whydidiwatchthat,fear
My roommate talks and laughs in her sleep. It never fails to scare the shit out of me. 🙅🏽😳,fear
@ChrissyCostanza and have social anxiety. There is many awkward things wrong with me. 😄,fear
White Americans are worried about Arab terrorists. Black Americans are fearful of a terrorist in a Police uniform on a daily basis.,fear
@BBCPolitics @BBCNews I'd rather leave my child with @BorisJohnson #shudder,fear
Tremor!!!\n ,fear
A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory. #panic,fear
"Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone ",fear
"Came in to work today 1.5 hours late.1st thing I hear: 'Ma'am,the big boss has been waiting for you in his office.' #panic #hateBeingLate 😩😪",fear
"@CornflakeDaddy @youngvulgarian Yeah, it was sooo horrific, I needed to sit down",fear
Time for some despair #SDR3  #fuckthisanime,fear
"@gdimelow @TheDailyShow @NivenJ1 @jordanklepper These interviews scare the crap out of me. I never imagined so many dumb, dumb Americans.",fear
Being alone is better than being lonely. Know what is worse than being lonely? Being empty; that's right!\n #Loneliness #aloneinthecity ,fear
#India right of reply at #UNGA - #Pakistan preaching of human rights is by a country which is itself the global epicentre of #terrorism,fear
Background. Suffered a bit at times of #stress. Always a bit #shy. About 8 years ago (aged 30) I was made redundant. That's when it started,fear
When you're scared to press send #bgoodthepoet #PrayForMe #ThisIsAGodDream #career #help #fear #heart #HeartRacing,fear
I'm so nervous 😭,fear
My doctor has taken a liking to poking prodding and drawing blood from me post dad. Over concern is nice but dear gawd needles :O,fear
Fingers crossed I can finish all my work early enough this Friday in time to catch @Raury at LIB 😦  #timetogrind,fear
There goes the butterflies in my stomach.  #anxietyproblems,fear
Whenever you are confronted by a wild animal or hostile individual remember that they can smell #fear or the fact you #poop your pants.,fear
Someone wake me when @Therealkiss make 2016 remix of 'Why'❗️b/w #TerrenceCrutcher #Election2016 #colinkapernick #terrorism #riots this 2much,fear
Been up since 4am. Too scared to go back to sleep #nightmare — feeling scared,fear
"Shame on you @SkyNews showing an elephant being hunted and killed, ",fear
Why does having anxiety drain some much of your energy #anxiety #sotired #needtosleepforhours,fear
@christyfrink @stephenyeargin @El_Brandino I once hooked them up backward. Not recommended. #smoke #panic,fear
I was literally shaking getting the EKG done lol 🙄,fear
If my concerns &amp; anxiety don't matter to you then I shall return the favor. #EyeMatter,fear
Tomorrow is the day I cut and dye my hair! 😳 #nervous #excited,fear
First day of fall quarter tomorrow.  😰 #nervous #excited #anxious #blargh,fear
I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 ,fear
Pakistan is the biggest victim of terrorism - Nawaz Sharif \nReally? It should have been biggest creator of terrorism. #UNGA,fear
"In wake of fresh #terror threat and sounding of alert in #Mumbai, praying for safety &amp; security of everybody in the city #Maharashtra #news",fear
@_MariaPetrova should have stopped after 'smiled'. Being rude=not the same as being funny.It was just being mean #bully  #stoppickingonwomen,fear
Fingers crossed I can finish all my work early enough this Friday in time to catch @Raury at LIB 😦 #nervous #timetogrind,fear
@maggyvaneijk Old age?! No hope for the rest of us. Destined to become deatheaters by 50 #nightmare,fear
Was actually just watching AHS while half covering my eyes #scared #Roanoke #nightmare #AHSRoanoke,fear
i met with an employment specialist this morning &amp; she basically told me its unlikely i'll get a job because i clearly have too much anxiety,fear
I thought the nausea and headaches had passed but lol I feel awful today,fear
If you think reason will prevail in this election remember that Hitler was elected by what was then a wholly 'reasonable' society. ,fear
I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? 🕷 will be sneaking up on me #frightened,fear
❤︎I... I can't! I'm scared! Bees terrify me.,fear
@officialShaky 'Operation Echoes' is gathering momentum ... #tense #nervous #feelsick #excited,fear
I had really strange and awful dreams last night. I'd didn't even eat cheese before bed #nightmare #lovemysleep,fear
How do you ever stop being #afraid of someone that you live with,fear
So I've decided to go talk to Mr. Smithrud about that creepy fucking guy since he gave me a fucking anxiety attack this morning,fear
"#heavyheart these last couple of days, who are the cause of this  #fear of losing someone close ? #amerikkka #kkkops #TerenceCrutcher",fear
like srsly somebody help me deal with this social anxiety,fear
"With only 7 months left until I possess my undergraduate degree, I feel like I can't handle adulthood anymore #anxiety #nojobsinbiology",fear
Just had my interview for the medical internship and I am beyond nervous😩 I was shaking so bad it was unreal😳,fear
@FoxNews Yeah we're also experiencing terrorist attacks by Islam and #BlackLivesMatter at an alarming rate.,fear
Hey @gmail why can I only see 15 sent emails? Where's the thousands gone?  #panic,fear
@SeanUnfiltered Texans are scared of this bunch! #intimidated,fear
Val having a nervous breakdown #floss #GBBO,fear
Now this is getting out of hand. I'm freaked out by this death...and I'm God!! #mommaGrendel ,fear
Okay. Brace yourself. I will attempt my first loaf of bread in the morning. I will use a dutch oven. I will make the dough now. #nervous,fear
So I just opened This message Brooke sent me got me I am weak as the fuck 😩 she is a fucking bully for no reason 😂😂😂😂😭💀,fear
@megynkelly We should be ignoring these rioters like the current administration ignores #terrorism. This will obviously make it stop.,fear
Do you think humans have the sense for recognizing impending doom? #anxiety,fear
This brother know we know that his life was not in danger. This gun law got people in this country fearing for their life. White people.,fear
@Pamela_Moore13 @Ginlefebvre @BarackObama yes exactly &amp; he's sold out this country to #terror while #lying to cover it up,fear
Somewhere between  #hope and #despair the day after #meetingmyabuserincourt \n#DVSurvivor,fear
I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows. #fear #fashion,fear
Ugh.. Why am I not asleep yet. Fml. I think low key I'm afraid I might miss something. #SleeplessNight #sleepy #restless,fear
#TerrorStatePak we r confirm that #navazsharif is post graduate distinction student of university of #terrorism. He can't spare himself.,fear
#terrorstatepak #pakistan is a #terror state,fear
Omg I actually thought she was going to jump. #bully #SouthPark20 #southpark,fear
"@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain, #anxiety #iamkratom",fear
Today was horrible and it was only half a day,fear
Wah just woke up frm a fucking nightmare,fear
The moment you bring her to meet your best friend and you're nervous af! 😬😆  #thefriendtest,fear
"@ExaltedCaptain reality in the form of endless tragedies. She didn't know how to react at first, being too frightened to repeat another--",fear
First College Math Test tomorrow #nervous,fear
"Ever been really lonely and your phone keeps blowing up, but you just can’t pick it up and respond to people? #anxiety #recluse  #issues",fear
"Just heard what happen at grandad hometown last night such a terrible news 💔, hope everyone okay 😢",fear
r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!,fear
@C1TYofFL1NT This will haunt my dreams. @JoePrich,fear
"@ANI_news #Pakistan should stop cross border #terrorism if they really need solution for #KashmirIssue. @narendramodi sir, #India should act",fear
An @amityaffliction kind of drive home from work today #nightmare #dailyfeels,fear
"#ObamaLegacy - weekly #riots and #terror attacks, &gt;400k dead #Syrians, #Jews fleeing #persecution in Europe, #Christian #genocide in ME.....",fear
Can't believe @haven ring my parents NOW when they go tomorrow to say no disabled washing facility for my wheelchair bound dad #shocking,fear
So she goes first. She gets her book signed &amp; I can barely take their picture cuz I'm shaking 😭😭😭😭😭,fear
And it pisses me off more they killed people who surrendered. Hands up and all. If hands visible you shouldn't be fearing for your life,fear
My bus was in a car crash... I'm still shaking a bit... This week was an absolute horror and this was the icing on the cake... ,fear
@RoseTintMyWorId fucking hell mate absolute nightmare 😓,fear
Democracy doesn't work\n #mob #mentality #mass #hysteria  #mongering #oligarchy,fear
Tremor!!!\n #tremor,fear
im like 'this is better' in the moment cuz i panic and then later its so obviously not better. at every opportunity i choose to make it seem,fear
@mgcsartwork I nearly started crying and having a full on panic attack after tatinof bc of the crowds so I feel him,fear
I stepped into the shower and my spidey senses tangled. I immediately looked up and saw a spider directly above my head. #terror,fear
"I'm okay, dont worry. I wish i'd been a better kid. I'm trying to slow down. I'm sorry for letting you down.",fear
Don't wanna really go out but I can't say no. Deffo have a fear of missing out,fear
Andrew's hands start shaking and he says 'I hope I die.. like right now',fear
It's unbelievable that security guard acting like a gangster trying 2 threaten me and tell me what to do with my own home. #terrify #annoy 😡,fear
I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul ,fear
"I'm used to bears, I'm used to coyotes, I love the idea of wolves. But this is hard. I don't want to be fearful of the meadow or the pines.",fear
